Team_Size,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Team_Experience_Level,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Vendor_Reliability_Score,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Schedule_Pressure,Resource_Availability,Integration_Complexity,Project_Budget_USD
9,5,2.39,9,Junior,2,1.09,Execution,0.79,3.62,Medium,Expert,0.16,0.39,6.29,700041.13
15,19,7.07,13,Mixed,3,4.82,Monitoring,0.84,0.92,High,New,0.0,0.49,4.81,1720529.04
19,19,5.21,10,Junior,4,1.19,Monitoring,0.9,2.74,Low,New,0.0,0.69,1.11,1038364.73
9,11,6.17,10,Senior,4,1.98,Closure,0.88,3.77,Low,Familiar,0.29,0.31,6.6,571662.34
15,17,5.04,18,Senior,4,0.7,Initiation,0.87,5.55,High,New,0.0,0.81,9.95,1772354.47
21,25,10.0,13,Junior,7,2.22,Monitoring,0.83,2.67,Medium,New,0.0,0.95,8.07,1937281.54
14,9,3.01,7,Senior,3,0.36,Closure,0.76,0.88,High,Familiar,0.0,0.4,5.88,750940.86
27,25,10.0,18,Mixed,6,1.99,Closure,0.66,2.93,Medium,New,0.0,0.32,4.88,2228932.72
9,8,4.65,7,Mixed,3,2.98,Monitoring,0.59,5.5,Low,Familiar,0.31,0.61,3.42,680247.98
4,4,2.05,7,Senior,0,0.57,Planning,0.67,3.07,High,Expert,0.22,0.59,3.0,275500.73
18,16,4.13,15,Senior,4,2.05,Planning,0.95,1.02,Critical,New,0.0,0.64,8.9,1236983.94
15,24,9.54,14,Mixed,5,1.65,Initiation,0.38,5.29,Low,New,0.0,0.79,6.6,1486071.25
12,15,6.16,7,Senior,3,1.66,Execution,0.58,3.97,High,New,0.03,0.82,8.97,544343.39
24,20,5.21,9,Mixed,3,2.44,Initiation,0.93,1.78,High,Familiar,0.0,0.75,4.38,1249326.34
15,21,7.89,15,Senior,3,1.05,Execution,0.69,5.3,Critical,Familiar,0.0,0.88,4.55,1341197.88
10,15,6.12,12,Mixed,5,2.88,Planning,0.87,4.52,Low,Familiar,0.02,0.91,1.93,924170.34
30,27,8.7,8,Mixed,4,5.2,Monitoring,0.56,2.88,Critical,Familiar,0.0,0.7,3.71,1197693.44
25,28,10.0,14,Mixed,4,0.86,Execution,0.69,1.99,Medium,Expert,0.0,0.66,3.21,1929455.77
9,10,3.59,4,Expert,2,2.69,Initiation,0.84,2.33,Low,Familiar,0.0,0.83,3.78,593815.64
15,20,7.44,11,Junior,5,1.27,Planning,0.59,3.07,Low,New,0.0,0.52,5.78,1641643.17
18,18,5.42,8,Mixed,1,0.34,Initiation,0.53,7.25,Critical,Familiar,0.0,0.46,3.86,882379.57
16,16,4.17,13,Expert,4,2.32,Initiation,0.84,1.89,Low,Familiar,0.0,0.75,1.74,946564.29
21,20,5.87,11,Mixed,2,0.66,Closure,0.65,5.14,Critical,Expert,0.0,0.33,6.4,1216747.24
12,19,7.8,6,Senior,3,1.67,Initiation,0.8,1.99,Medium,Familiar,0.03,0.67,6.99,899365.84
18,18,7.14,10,Junior,3,1.81,Closure,0.45,6.18,Low,New,0.0,0.39,9.21,1019475.38
24,26,10.0,21,Mixed,5,0.98,Initiation,0.79,3.19,High,New,0.0,0.74,8.52,2356885.97
23,19,4.15,14,Mixed,3,2.48,Initiation,0.65,3.82,Critical,Familiar,0.0,0.48,4.25,1620575.36
10,9,4.28,8,Mixed,2,4.04,Closure,0.77,3.63,High,Familiar,0.16,0.38,3.01,1039168.4
6,9,4.01,5,Mixed,3,2.32,Execution,0.83,1.69,Critical,Expert,0.1,0.32,5.32,412311.09
10,18,7.16,8,Mixed,4,1.25,Closure,0.84,2.7,High,Familiar,0.0,0.91,5.62,1138055.63
24,26,10.0,19,Senior,5,1.98,Planning,0.75,4.56,Low,Familiar,0.0,0.71,2.86,2190405.74
11,19,5.83,8,Expert,3,3.16,Monitoring,0.76,2.92,Critical,Familiar,0.0,0.72,5.27,1189536.07
22,24,9.54,18,Junior,5,1.05,Initiation,0.74,3.59,High,Familiar,0.0,0.79,5.37,1980930.8
8,9,2.46,9,Junior,2,1.13,Initiation,0.59,5.31,High,New,0.0,0.78,7.06,473903.87
15,15,6.82,8,Junior,2,1.85,Execution,0.66,3.04,Critical,Familiar,0.12,0.59,8.05,1162553.66
15,18,8.18,12,Junior,5,0.67,Initiation,0.8,0.8,High,Familiar,0.12,0.76,9.91,872507.93
9,10,3.14,11,Mixed,1,0.72,Planning,0.79,2.06,Low,Familiar,0.0,0.78,6.5,638215.21
9,17,6.53,11,Senior,3,1.44,Monitoring,0.88,1.78,Low,Familiar,0.0,0.76,7.71,749386.77
12,14,4.68,10,Expert,4,1.21,Planning,0.75,5.12,Medium,Expert,0.0,0.89,7.35,1033841.29
11,18,6.5,8,Senior,4,1.37,Monitoring,0.55,3.72,Medium,Expert,0.0,0.92,8.77,961404.64
16,23,8.22,11,Mixed,5,1.04,Monitoring,0.75,7.24,Critical,Expert,0.0,0.65,1.38,1024891.25
14,15,7.12,6,Mixed,5,0.54,Execution,0.55,4.73,Medium,Familiar,0.16,0.54,4.15,840574.11
19,22,10.0,13,Senior,4,0.91,Monitoring,0.67,2.57,Medium,New,0.12,0.42,9.02,1562391.12
10,13,5.76,15,Expert,4,1.94,Closure,0.8,2.09,High,New,0.1,0.74,4.5,1239235.35
22,16,3.39,14,Senior,3,1.12,Closure,0.43,1.9,Critical,Familiar,0.0,0.89,7.49,1476428.94
38,31,7.04,20,Mixed,5,0.27,Execution,0.48,7.19,Low,New,0.0,0.62,1.95,2913580.25
33,27,8.15,16,Senior,6,0.59,Closure,0.6,3.89,Critical,New,0.0,0.38,6.57,2299324.9
20,25,9.68,14,Mixed,6,2.75,Monitoring,0.8,7.02,Medium,Expert,0.0,0.31,5.43,1437369.89
21,20,5.68,12,Senior,1,1.86,Execution,0.45,1.48,High,Familiar,0.0,0.32,8.55,1221963.51
13,10,3.23,13,Senior,2,3.46,Initiation,0.74,5.2,Medium,Familiar,0.0,0.67,7.88,1075407.76
7,8,2.35,5,Mixed,1,3.97,Monitoring,0.89,1.17,Critical,Familiar,0.0,0.94,1.44,361921.84
6,12,3.83,10,Mixed,2,1.36,Planning,0.45,2.81,High,Familiar,0.0,0.33,5.49,806181.81
11,19,8.93,6,Senior,5,1.6,Execution,0.81,2.79,Medium,Expert,0.15,0.46,8.94,871727.29
40,30,7.94,21,Mixed,5,0.46,Planning,0.81,5.45,Critical,New,0.0,0.99,1.78,2316497.24
24,19,3.64,13,Mixed,1,3.85,Monitoring,0.58,5.61,Critical,Familiar,0.0,0.56,8.31,1634399.47
15,13,3.87,7,Senior,1,1.78,Execution,0.83,3.86,Medium,Expert,0.0,0.73,9.73,654632.88
14,16,4.74,11,Mixed,4,1.68,Closure,0.37,3.06,Low,Familiar,0.0,0.71,1.71,687974.37
13,21,8.91,13,Mixed,4,0.22,Closure,0.78,1.73,Medium,Familiar,0.06,0.36,1.66,1287842.88
11,12,4.94,12,Mixed,4,0.78,Monitoring,0.44,4.51,Critical,Expert,0.03,0.54,2.0,1060513.28
18,26,10.0,12,Mixed,7,4.0,Execution,0.85,2.23,High,Familiar,0.0,0.72,7.97,1174947.82
8,11,4.68,7,Mixed,2,3.49,Closure,0.78,1.97,Medium,New,0.06,0.9,4.29,644562.91
25,25,9.26,9,Mixed,4,5.52,Initiation,0.83,3.6,Low,Expert,0.0,0.97,3.5,1203884.72
14,19,8.36,17,Expert,5,1.85,Initiation,0.49,0.78,High,New,0.09,0.49,1.81,1617916.6
15,17,7.5,11,Expert,5,0.97,Monitoring,0.68,2.1,Medium,New,0.09,0.65,2.45,1397623.95
23,20,4.4,14,Mixed,2,0.48,Planning,0.87,6.08,Critical,Expert,0.0,0.65,5.5,1290651.38
11,16,7.03,8,Mixed,2,1.12,Initiation,0.67,6.09,Critical,Familiar,0.09,0.85,2.8,861691.73
17,23,10.0,11,Mixed,5,1.04,Monitoring,0.96,3.73,Low,Expert,0.08,0.73,4.04,1114281.69
9,14,5.87,11,Senior,4,0.84,Initiation,0.5,1.83,Low,Familiar,0.05,0.38,5.95,654809.48
9,7,3.02,10,Mixed,1,1.03,Closure,0.73,1.8,Low,Familiar,0.07,0.59,3.11,1041498.66
4,12,5.42,10,Senior,3,1.45,Closure,0.32,2.91,Low,Familiar,0.11,0.83,6.36,453040.75
28,22,6.46,14,Junior,4,0.91,Execution,0.91,3.54,High,Familiar,0.0,0.47,8.36,1330344.83
11,18,8.54,11,Mixed,6,2.2,Execution,0.64,3.7,Critical,New,0.16,0.69,7.75,1212962.84
19,18,6.42,15,Senior,5,1.0,Monitoring,0.84,1.64,Low,New,0.0,0.67,9.71,1450639.45
14,18,7.84,13,Senior,3,2.19,Initiation,0.83,2.95,Low,New,0.08,0.76,1.4,1121880.21
10,11,4.49,6,Junior,2,2.59,Monitoring,0.47,7.17,Critical,Familiar,0.02,0.78,1.4,568226.47
25,22,5.77,16,Senior,4,2.95,Execution,0.65,3.3,Critical,Familiar,0.0,1.0,3.14,1547980.27
14,15,4.92,8,Mixed,1,4.9,Initiation,0.96,4.26,Medium,Familiar,0.0,0.65,7.11,1100085.55
21,21,6.3,12,Mixed,3,1.95,Initiation,0.69,5.2,Medium,Familiar,0.0,0.52,3.06,811794.47
8,7,3.69,13,Senior,3,2.26,Monitoring,0.63,2.9,Critical,Familiar,0.24,0.75,1.88,918351.13
10,9,4.84,6,Senior,1,2.73,Planning,0.79,1.38,Critical,Expert,0.26,0.59,4.79,645572.97
10,17,7.93,6,Senior,5,1.23,Closure,0.62,5.28,Medium,Familiar,0.14,0.31,9.22,866449.5
11,12,4.19,7,Mixed,3,0.71,Initiation,0.67,2.82,Critical,Expert,0.0,0.7,7.99,621332.62
19,25,9.74,15,Junior,6,2.6,Monitoring,0.72,2.93,Low,Familiar,0.0,0.81,2.23,1560163.11
15,20,7.04,13,Mixed,2,1.15,Execution,0.46,4.37,Critical,New,0.0,0.69,8.76,1315516.16
21,22,10.0,16,Senior,5,0.82,Execution,0.36,1.91,High,New,0.12,0.64,9.47,1532875.39
10,11,6.49,8,Expert,2,2.51,Initiation,0.68,2.89,Low,New,0.32,0.9,9.86,602477.42
7,18,7.36,11,Senior,4,1.64,Planning,0.9,0.62,Low,Familiar,0.02,0.84,6.9,761743.2
12,18,6.03,7,Senior,4,1.28,Monitoring,0.49,1.14,High,Expert,0.0,0.95,9.23,761914.48
7,13,5.35,8,Senior,2,3.21,Planning,0.9,2.21,High,Familiar,0.03,0.33,8.21,673923.54
10,14,7.16,6,Senior,2,0.85,Monitoring,0.93,3.8,Medium,Expert,0.22,0.33,3.72,854582.38
33,25,6.65,22,Senior,3,0.15,Monitoring,0.93,1.59,Medium,Expert,0.0,0.59,5.22,2358382.08
24,23,5.69,12,Mixed,2,2.66,Closure,0.34,2.35,Low,Expert,0.0,0.88,7.46,1409965.64
7,12,5.13,7,Junior,1,0.05,Planning,0.82,5.25,Critical,Familiar,0.06,0.74,3.14,389924.7
10,11,3.74,11,Senior,2,3.28,Closure,0.77,4.75,Low,Expert,0.0,0.99,9.82,1094977.47
21,22,8.5,12,Expert,6,1.61,Planning,0.47,6.96,Medium,New,0.0,0.56,2.57,1667306.95
9,9,4.24,7,Junior,1,1.82,Execution,0.65,5.43,Critical,Familiar,0.15,0.71,1.5,505186.52
9,13,5.18,10,Mixed,1,2.72,Monitoring,0.94,1.07,Low,Expert,0.0,0.85,4.31,732560.81
30,26,6.37,19,Senior,4,0.16,Execution,0.9,1.5,Medium,New,0.0,0.64,4.63,1921490.24
45,32,7.28,24,Junior,2,1.24,Execution,0.72,4.84,High,New,0.0,0.36,2.86,2995245.51
22,16,3.84,15,Mixed,2,1.64,Execution,0.97,5.52,Medium,New,0.0,0.36,5.82,1609137.53
20,22,10.0,12,Senior,6,2.43,Execution,0.63,4.96,Low,New,0.12,0.41,4.53,1514010.45
18,20,5.34,15,Mixed,2,1.34,Closure,0.89,0.85,High,Familiar,0.0,0.75,9.71,1413276.21
10,16,6.62,8,Mixed,5,6.26,Initiation,0.84,2.06,Critical,New,0.03,0.5,3.17,967789.51
22,24,10.0,16,Mixed,5,1.64,Initiation,0.53,1.87,Critical,New,0.04,0.59,3.51,1834981.59
16,20,6.98,12,Mixed,4,0.96,Initiation,0.52,1.95,Critical,New,0.0,0.35,5.38,1487666.22
10,14,5.16,9,Mixed,3,0.4,Closure,0.85,5.19,Medium,New,0.0,0.43,3.96,1010463.86
10,12,6.01,12,Expert,3,1.94,Planning,0.61,6.66,High,Familiar,0.2,0.66,2.31,957778.23
7,4,2.48,7,Senior,0,0.64,Monitoring,0.88,4.06,High,Expert,0.35,0.32,1.73,465858.24
5,10,4.86,5,Senior,4,0.51,Monitoring,0.51,3.65,Medium,Expert,0.18,0.86,5.81,487807.89
10,13,4.46,5,Expert,3,1.09,Monitoring,0.41,0.62,Medium,Familiar,0.0,0.61,1.39,604563.71
20,16,3.47,16,Mixed,0,1.55,Execution,0.78,6.09,Critical,Familiar,0.0,0.97,7.78,1395061.47
10,18,7.44,8,Expert,5,1.7,Closure,0.52,1.5,High,Expert,0.03,0.79,5.72,815217.12
5,11,3.42,10,Mixed,3,0.19,Initiation,0.84,2.0,High,New,0.0,0.85,1.13,706641.71
6,2,1.62,4,Mixed,1,2.83,Initiation,0.62,1.41,Low,Familiar,0.51,0.63,4.07,296422.64
8,11,4.04,9,Senior,4,0.34,Closure,0.8,3.07,Low,New,0.0,0.6,5.04,428581.37
17,21,8.39,11,Senior,5,1.73,Planning,0.54,1.9,Low,Expert,0.0,0.59,3.91,1215220.77
10,10,4.83,5,Senior,2,1.7,Execution,0.94,2.01,Critical,Expert,0.17,0.74,8.76,586330.28
39,29,7.11,19,Mixed,3,0.94,Execution,0.6,2.18,Medium,New,0.0,0.69,5.29,2097076.82
19,24,10.0,14,Expert,4,1.28,Monitoring,0.64,2.97,Medium,Familiar,0.04,0.7,3.05,1605586.48
3,8,5.19,6,Senior,1,2.8,Execution,0.64,2.52,Low,Expert,0.38,0.81,5.85,380891.34
35,28,5.85,18,Mixed,3,1.84,Planning,0.84,0.59,High,New,0.0,0.49,5.94,2292254.82
7,16,7.22,11,Junior,2,0.71,Initiation,0.72,2.26,Low,New,0.11,0.31,5.46,687399.74
12,17,6.94,9,Mixed,2,1.06,Planning,0.68,3.99,Medium,New,0.02,0.97,3.04,822160.97
25,28,10.0,19,Mixed,7,2.96,Planning,0.74,3.39,Medium,New,0.0,0.66,5.68,1873754.2
14,16,6.62,13,Senior,2,1.49,Initiation,0.75,2.44,Medium,Expert,0.03,0.4,9.61,1260708.27
5,12,6.42,11,Senior,2,1.46,Monitoring,0.77,6.05,Critical,Expert,0.25,0.45,7.1,622078.36
9,18,6.53,7,Senior,2,1.1,Execution,0.51,4.21,Medium,New,0.0,0.35,9.76,957669.92
6,9,4.43,10,Mixed,4,4.67,Planning,0.54,2.95,Low,New,0.19,0.53,1.99,730986.12
11,15,5.37,10,Senior,2,3.46,Closure,0.86,4.33,Critical,Expert,0.0,0.63,4.98,849176.84
11,10,3.57,7,Senior,0,1.88,Monitoring,0.67,5.81,High,Familiar,0.0,0.92,2.83,680355.6
10,14,5.34,14,Senior,1,2.6,Monitoring,0.61,8.07,Critical,Familiar,0.0,0.38,8.56,1105026.7
20,16,4.85,9,Senior,1,1.37,Initiation,0.54,3.33,High,New,0.0,0.68,6.64,1238176.75
17,22,8.44,11,Senior,3,3.19,Closure,0.78,7.32,Low,New,0.0,0.4,4.54,1248764.9
15,17,5.45,9,Mixed,3,3.96,Initiation,0.62,0.83,Critical,Familiar,0.0,0.58,3.43,848765.67
17,21,7.99,8,Mixed,4,3.65,Planning,0.82,1.79,Low,New,0.0,0.53,6.36,1042195.77
22,19,4.64,13,Senior,1,0.09,Initiation,0.8,6.12,Low,Expert,0.0,0.63,9.68,1523140.19
17,25,9.36,10,Junior,3,0.54,Initiation,0.82,0.88,Low,New,0.0,0.88,1.86,1491371.45
7,8,1.63,10,Junior,2,0.55,Planning,0.79,2.63,High,Familiar,0.0,0.74,3.74,566898.59
10,14,5.47,7,Junior,3,3.37,Planning,0.63,13.1,Low,New,0.0,0.59,5.12,682141.09
21,24,10.0,16,Junior,4,1.72,Closure,0.38,3.41,Low,New,0.04,0.52,9.31,1562395.1
23,19,5.73,14,Senior,3,2.69,Planning,0.94,2.41,Low,Expert,0.0,0.41,7.87,1120012.24
14,16,7.94,9,Senior,5,1.55,Execution,0.56,1.83,Medium,Expert,0.19,0.4,1.22,915848.62
10,15,7.7,5,Mixed,4,1.55,Closure,0.83,1.01,Medium,Familiar,0.22,0.34,6.56,726945.04
7,9,4.29,6,Mixed,2,2.95,Initiation,0.88,7.48,High,Familiar,0.16,0.71,4.49,327799.72
10,8,3.04,9,Mixed,0,3.49,Planning,0.43,0.73,Low,New,0.0,0.83,2.71,966923.64
7,10,3.67,3,Mixed,1,0.76,Closure,0.81,2.24,High,Familiar,0.0,0.69,5.88,356024.43
10,17,5.94,13,Junior,1,1.94,Planning,0.92,4.04,High,Familiar,0.0,0.88,9.35,1136088.51
12,13,6.04,7,Senior,2,0.66,Execution,0.9,6.38,Low,Expert,0.14,0.44,4.53,844362.48
11,18,8.46,11,Senior,5,0.78,Execution,0.59,1.42,High,New,0.15,0.48,6.72,607704.89
7,8,3.81,7,Senior,2,1.84,Initiation,0.79,1.91,Low,Expert,0.16,0.81,2.28,386418.77
32,24,4.79,16,Mixed,2,1.48,Planning,0.55,4.63,Critical,New,0.0,0.94,6.67,2268932.27
27,18,3.87,15,Senior,0,0.7,Closure,0.34,1.8,Medium,New,0.0,0.47,9.52,1757861.92
17,16,6.44,10,Mixed,4,3.53,Execution,0.68,2.52,Critical,New,0.01,0.86,5.6,1266083.07
8,9,3.28,7,Mixed,0,1.03,Closure,0.82,2.99,Medium,New,0.0,0.56,5.68,480814.94
24,28,9.88,13,Junior,4,0.97,Planning,0.85,4.8,High,Expert,0.0,0.79,8.81,1894079.51
3,7,3.02,7,Senior,2,0.76,Monitoring,0.76,3.65,Critical,Expert,0.07,0.53,8.54,425777.26
14,19,6.42,10,Mixed,3,2.03,Execution,0.81,5.92,Critical,New,0.0,0.41,9.19,1246447.61
17,16,4.61,9,Mixed,3,1.4,Planning,0.81,4.21,Critical,Familiar,0.0,0.94,8.14,863758.6
12,22,10.0,8,Junior,5,0.55,Closure,0.71,3.05,Critical,Familiar,0.12,0.63,4.52,1022441.95
11,11,4.63,6,Expert,1,1.15,Monitoring,0.81,3.08,Medium,Familiar,0.05,0.38,7.38,845937.08
8,19,6.48,12,Senior,4,0.53,Execution,0.93,2.08,Low,Expert,0.0,0.43,1.63,864204.39
10,12,6.46,10,Senior,2,0.94,Execution,0.61,0.81,High,Familiar,0.26,0.69,1.54,633531.34
12,21,8.26,14,Expert,5,0.97,Initiation,0.6,1.83,Low,Expert,0.0,0.5,9.14,1389151.2
50,36,7.44,27,Senior,3,0.23,Monitoring,0.62,3.26,Low,Familiar,0.0,0.38,6.64,3226990.8
8,11,3.88,9,Senior,0,0.3,Closure,0.75,5.95,Low,Familiar,0.0,0.8,3.34,467147.01
10,15,5.13,7,Mixed,2,3.21,Execution,0.56,2.99,High,Familiar,0.0,0.82,5.47,769853.7
9,11,5.36,7,Mixed,4,1.3,Monitoring,0.86,5.45,Medium,Expert,0.18,0.6,9.52,603021.41
9,10,4.3,8,Mixed,1,2.56,Execution,0.85,1.1,Medium,Familiar,0.07,0.6,6.11,553462.88
9,15,7.41,12,Mixed,3,2.93,Monitoring,0.43,6.31,High,Familiar,0.19,0.58,2.72,815952.26
10,9,3.4,10,Senior,1,4.0,Planning,0.69,4.0,Medium,Expert,0.0,0.37,1.4,701768.45
6,6,2.01,6,Senior,2,1.26,Initiation,0.67,3.67,Low,New,0.0,0.66,1.55,899060.39
34,29,7.63,20,Senior,5,0.46,Execution,0.41,9.1,Medium,Expert,0.0,0.59,1.4,1993577.14
9,11,4.44,8,Mixed,4,0.78,Execution,0.99,2.88,High,Familiar,0.01,0.93,3.4,652903.07
7,12,3.74,9,Mixed,0,1.85,Execution,0.53,4.43,Medium,New,0.0,0.69,6.0,507963.09
24,22,5.38,16,Mixed,3,1.79,Closure,0.93,5.34,Low,Familiar,0.0,0.6,3.28,1372443.03
5,12,4.62,6,Mixed,1,1.18,Monitoring,0.84,3.28,Low,Expert,0.0,0.42,2.46,556590.07
8,18,8.06,9,Expert,3,0.86,Closure,0.87,0.8,Critical,Expert,0.11,0.83,1.67,674789.05
13,22,10.0,11,Junior,7,3.93,Monitoring,0.91,3.54,High,New,0.12,0.84,6.62,1122182.7
15,24,7.89,10,Junior,3,1.29,Planning,0.97,3.26,High,Expert,0.0,0.64,5.69,1409638.42
19,19,8.03,17,Senior,4,0.82,Initiation,0.91,3.71,Critical,New,0.05,0.72,9.96,1585951.33
18,21,7.92,10,Senior,2,0.83,Monitoring,0.9,5.21,Medium,New,0.0,0.59,7.31,1320028.9
14,20,8.02,10,Mixed,6,3.0,Planning,0.6,0.66,Medium,Expert,0.0,0.52,5.9,866088.5
10,12,5.28,9,Senior,1,2.21,Closure,0.39,3.5,Low,Familiar,0.09,0.82,6.9,818321.73
7,11,4.16,7,Junior,3,0.07,Planning,0.88,4.53,Low,Familiar,0.0,0.71,1.45,561578.23
18,26,9.72,16,Mixed,3,3.48,Closure,0.63,5.62,High,Expert,0.0,0.92,7.76,1570530.61
19,21,8.29,12,Senior,3,0.7,Planning,0.29,1.92,Low,Familiar,0.0,0.49,7.24,1220315.65
43,33,7.62,23,Senior,3,0.82,Execution,0.82,1.98,Low,Expert,0.0,0.71,8.98,2588155.52
12,12,3.17,6,Mixed,2,1.19,Planning,0.81,4.45,High,Familiar,0.0,0.55,5.04,664277.05
6,9,4.17,9,Senior,3,0.31,Closure,0.92,10.74,Critical,Expert,0.14,0.39,8.23,821916.11
30,31,10.0,24,Mixed,5,1.59,Monitoring,0.8,6.23,Medium,New,0.0,0.78,5.17,2908890.05
35,30,6.83,20,Mixed,2,0.7,Monitoring,0.86,5.96,Medium,Familiar,0.0,0.86,5.46,2483018.82
5,6,2.4,11,Senior,3,2.53,Monitoring,0.74,5.17,Medium,Familiar,0.0,0.63,9.84,647779.3
10,12,4.59,4,Mixed,2,3.69,Planning,0.58,7.83,Critical,Familiar,0.0,0.72,8.07,560525.43
3,10,5.11,6,Mixed,1,0.28,Execution,0.53,3.34,Medium,Familiar,0.22,0.38,6.24,460384.29
16,19,6.68,12,Senior,4,3.63,Execution,0.82,5.04,High,Familiar,0.0,0.65,3.6,771118.22
15,17,4.2,11,Mixed,3,2.25,Monitoring,0.89,3.08,Medium,Familiar,0.0,0.66,3.42,1305750.59
16,18,8.15,9,Mixed,5,0.49,Monitoring,0.76,2.59,High,Familiar,0.12,0.65,1.18,1245263.53
26,20,4.91,18,Senior,3,1.47,Monitoring,0.92,6.61,Low,Familiar,0.0,0.77,2.72,1775812.01
12,12,5.94,6,Senior,4,0.54,Initiation,0.65,3.79,Medium,Familiar,0.19,0.36,5.28,770574.72
12,12,5.5,5,Mixed,4,0.23,Initiation,0.95,2.56,Medium,Familiar,0.13,0.94,6.93,438255.83
27,24,5.98,16,Junior,1,3.41,Monitoring,0.64,1.0,Critical,Familiar,0.0,0.46,6.76,2010566.81
15,18,6.09,12,Mixed,4,1.31,Closure,0.76,3.5,High,Expert,0.0,0.33,3.7,977580.79
7,14,5.18,8,Senior,3,1.37,Monitoring,0.56,4.71,Low,Expert,0.0,0.65,5.23,925167.84
7,11,4.33,6,Mixed,4,1.51,Planning,0.54,3.33,Critical,Expert,0.0,0.47,4.43,521736.45
7,10,5.42,7,Mixed,1,0.73,Monitoring,0.78,7.74,Critical,Familiar,0.26,0.34,6.45,431421.45
14,23,10.0,11,Expert,4,2.38,Planning,0.85,1.32,Medium,Expert,0.08,0.89,1.43,1303221.06
10,11,3.46,10,Expert,2,2.45,Monitoring,0.97,10.45,High,Expert,0.0,0.92,8.92,720755.67
24,24,6.39,13,Mixed,2,1.72,Monitoring,0.72,4.99,Critical,Familiar,0.0,0.62,4.0,1582360.49
10,11,4.7,11,Senior,3,1.3,Initiation,0.67,4.91,High,New,0.06,0.84,6.84,1174261.82
13,19,6.46,12,Junior,2,0.77,Initiation,0.65,1.92,High,Familiar,0.0,0.38,7.44,1404692.85
23,20,5.55,11,Senior,4,2.45,Closure,0.73,2.83,Low,New,0.0,0.79,4.6,1313603.5
38,30,7.9,14,Senior,4,0.53,Initiation,0.75,3.29,Critical,Expert,0.0,0.69,7.02,2051769.73
24,22,5.93,17,Senior,2,1.99,Monitoring,0.61,7.45,Medium,Expert,0.0,0.83,6.91,1549342.6
11,12,4.08,11,Senior,3,2.65,Monitoring,0.81,4.81,High,Expert,0.0,0.41,6.89,830508.4
2,6,4.0,8,Senior,2,1.5,Closure,0.35,4.04,Medium,Expert,0.4,0.96,9.14,370732.26
12,14,3.65,11,Expert,3,1.97,Planning,0.67,2.35,Critical,Expert,0.0,0.78,4.3,774222.29
6,11,2.93,8,Senior,0,3.49,Planning,0.95,1.5,High,Familiar,0.0,0.85,9.12,762801.98
14,14,5.87,16,Expert,4,0.21,Closure,0.9,2.79,Medium,New,0.05,0.38,1.7,1405116.59
14,22,8.81,9,Senior,6,2.43,Planning,0.63,4.74,Low,New,0.0,0.34,9.74,1126715.99
14,17,7.1,12,Junior,2,0.34,Planning,0.83,2.08,Critical,New,0.04,0.9,8.27,770128.98
7,9,2.93,7,Expert,0,1.27,Closure,0.34,1.59,Medium,Expert,0.0,0.42,5.13,428209.09
11,17,6.3,15,Mixed,4,0.68,Closure,0.84,3.72,Medium,Familiar,0.0,0.89,8.14,1254616.92
16,17,6.19,13,Expert,2,1.03,Initiation,0.72,3.69,Medium,Familiar,0.0,0.85,1.75,1571325.98
8,12,4.58,6,Mixed,3,4.82,Execution,0.84,2.66,High,Familiar,0.0,0.33,1.69,661730.54
11,17,6.25,13,Expert,3,1.17,Initiation,0.8,6.74,Medium,Familiar,0.0,0.76,1.78,1142158.19
17,25,9.66,13,Expert,4,1.93,Planning,0.74,1.88,High,Familiar,0.0,0.9,7.32,1737670.22
9,10,4.04,8,Senior,3,0.45,Closure,0.85,2.1,Medium,Expert,0.01,0.97,9.36,578502.75
27,24,6.06,17,Senior,5,2.19,Planning,0.63,3.81,Critical,Familiar,0.0,0.66,6.68,1572594.76
7,10,2.76,11,Mixed,3,1.09,Execution,0.91,4.23,Critical,Familiar,0.0,0.84,9.05,843842.48
16,16,5.92,11,Expert,2,0.62,Initiation,0.46,3.19,High,New,0.0,0.41,3.69,1044805.23
16,16,5.15,9,Senior,3,1.5,Planning,0.83,1.3,Medium,Expert,0.0,0.64,1.66,825412.18
7,7,3.28,10,Mixed,0,1.23,Initiation,0.65,5.38,Low,Familiar,0.15,0.52,1.49,891701.35
10,11,3.85,7,Expert,2,0.45,Execution,0.61,3.21,High,Familiar,0.0,0.5,1.9,1029483.89
24,14,3.26,13,Expert,2,1.44,Closure,0.87,3.12,High,New,0.0,0.85,5.54,1523980.62
23,18,5.3,16,Junior,3,0.93,Planning,0.97,3.3,Medium,Expert,0.0,0.38,8.69,1433786.96
3,6,2.77,6,Senior,2,1.92,Initiation,0.56,5.79,Critical,Familiar,0.13,0.87,1.08,302677.18
21,17,3.38,13,Mixed,2,2.59,Closure,0.86,2.49,Critical,New,0.0,0.38,1.86,1265993.28
8,16,7.63,10,Mixed,5,1.97,Initiation,0.52,1.68,High,Familiar,0.16,0.59,2.01,783224.13
21,24,9.46,11,Senior,6,3.25,Closure,0.49,3.78,Low,Familiar,0.0,0.82,5.57,1399574.01
11,12,2.92,7,Junior,0,1.22,Planning,0.5,2.31,Medium,Familiar,0.0,0.87,5.55,822502.93
